_id,commit_id,repo_name,type,issue_title,issue_url,repo_url,commit_url,filePath,category,use,reasons
6652e52e5484ec0c9ccd91d8,9354ff1a4550442f71aa4a59d17484d3b9916ac3,Ice_and_Fire,Add Method Annotation,Severe performance issues with Citadel and Ice & Fire [iceandfire-2.1.9-1.16.5],https://github.com/AlexModGuy/Ice_and_Fire/issues/4393,https://github.com/AlexModGuy/Ice_and_Fire,https://github.com/AlexModGuy/Ice_and_Fire/commit/9354ff1a4550442f71aa4a59d17484d3b9916ac3,src/main/java/com/github/alexthe666/iceandfire/entity/EntityChainTie.java/120-120,Execution Time Improvement,Maintenance-related,"Adding the @Override annotation to the remove method ensures that it correctly overrides a superclass method. This refactoring, combined with the replacement of deprecated properties, indicates an effort to align with more efficient and updated practices."
6651a6904eb27c185fe56c18,ea6dc9174f3d021697f63d320953a80aae0164ac,IPED,Add Parameter,Maps with lot of items not being plotted,https://github.com/sepinf-inc/IPED/issues/1427,https://github.com/sepinf-inc/IPED,https://github.com/sepinf-inc/IPED/commit/ea6dc9174f3d021697f63d320953a80aae0164ac,iped-geo/src/main/java/iped/geo/AbstractMapCanvas.java/139-139,Execution Time Improvement,Fix-related,This refactoring is clearly aimed at improving execution time by leveraging a more efficient map implementation and enhancing the method to handle more detailed information for each placemark.
664f72d77b998c13cdbb852e,0ee548b4a80e5d5a638db04b13b369f4cad01b27,rstudio,Add Parameter,rstudio_command_palette_search is slow,https://github.com/rstudio/rstudio/issues/6961,https://github.com/rstudio/rstudio,https://github.com/rstudio/rstudio/commit/0ee548b4a80e5d5a638db04b13b369f4cad01b27,src/gwt/src/org/rstudio/studio/client/palette/ui/RAddinCommandPaletteEntry.java/28-28,Execution Time Improvement,Fix-related,"Adding the String label parameter to the RAddinCommandPaletteEntry constructor allows for the pre-computation and passing of the label, rather than computing it during the search process."
664f70557b998c13cdbb7cb2,846738eaa40f27ea7919c7d340e2ddde26ece73e,querydsl,Change Attribute Type,querydsl-sql : Joda time should be optional,https://github.com/querydsl/querydsl/issues/2025,https://github.com/querydsl/querydsl,https://github.com/querydsl/querydsl/commit/846738eaa40f27ea7919c7d340e2ddde26ece73e,querydsl-sql/src/main/java/com/querydsl/sql/SQLiteTemplates.java/38-38,Execution Time Improvement,Fix-related,"Changing the attribute type to DateTimeFormatter improves performance by eliminating the need for thread-local storage and leveraging the more efficient, thread-safe DateTimeFormatter."
664d2b0bc6ae44388495f0f1,947fed4865feb680cb455d51f882a9bd913d5566,skywalking,Change Parameter Type,Topology ui Service SLA show error,https://github.com/apache/skywalking/issues/4273,https://github.com/apache/skywalking,https://github.com/apache/skywalking/commit/947fed4865feb680cb455d51f882a9bd913d5566,apm-sniffer/apm-agent-core/src/main/java/org/skywalking/apm/agent/core/context/trace/TraceSegment.java/134-134,Execution Time Improvement,Fix-related,"This refactoring directly impacts performance by potentially optimizing the way spans are archived and processed. Using a more specific type can enhance the efficiency of the method, leading to improvements in execution time."
664f72cc7b998c13cdbb84c5,e744c52b2beebc74090302d8a37a1561c1a13323,rstudio,Change Parameter Type,rstudio_command_palette_search is slow,https://github.com/rstudio/rstudio/issues/6961,https://github.com/rstudio/rstudio,https://github.com/rstudio/rstudio/commit/e744c52b2beebc74090302d8a37a1561c1a13323,src/gwt/src/org/rstudio/studio/client/palette/ui/CommandPalette.java/136-136,Execution Time Improvement,Fix-related,"this change is primarily Fix-related, specifically aimed at Execution Time Improvement. It's part of an ongoing effort to optimize the command palette search functionality. While the full impact of the changes isn't visible in this small snippet, the approach of delegating rendering to individual items has the potential to significantly improve the performance of the command palette search, addressing the reported issue of slowness."
665125934eb27c185fe4ab2f,a5b35f5b47e24d22aa9daf1989d02f2ff616c41a,uaa,Change Parameter Type,Performance of /oauth/token endpoint,https://github.com/cloudfoundry/uaa/issues/936,https://github.com/cloudfoundry/uaa,https://github.com/cloudfoundry/uaa/commit/a5b35f5b47e24d22aa9daf1989d02f2ff616c41a,server/src/main/java/org/cloudfoundry/identity/uaa/oauth/openid/IdTokenGranter.java/38-38,Execution Time Improvement,Fix-related,"Changing the parameter type from String userId to UaaUser user allows the method to have direct access to the user object, reducing the need for additional lookups or data retrievals.The commit message focuses on improving the performance of the /oauth/token endpoint. By refactoring the idtoken creator and passing a user object instead of just the user ID, the process can be optimized for better performance."
66515c204eb27c185fe5140a,62157698148a526a92051cf22e55b351c87e4fff,xDrip,Change Return Type,Improvement: define Tresiba in Insulin Profiles,https://github.com/NightscoutFoundation/xDrip/issues/1153,https://github.com/NightscoutFoundation/xDrip,https://github.com/NightscoutFoundation/xDrip/commit/62157698148a526a92051cf22e55b351c87e4fff,app/src/main/java/com/eveningoutpost/dexdrip/Models/Treatments.java/770-770,Execution Time Improvement,Fix-related,"Changing the return type and method name suggests a rework of the insulin calculation logic. The new method calculateLegacyIobActivityFromTreatmentAtTime may offer a more efficient or accurate way to calculate insulin on board (IOB) activity from treatments over time. This rework likely aims at improving the execution time of the calculation, which is crucial in medical applications for timely and accurate insulin dosing."
6652a3174eb27c185fe6bd70,f67f2b650de8a7722b6b176f93da8f5b3ebcc0d4,OpenKeeper,Change Return Type,Converting video cutscenes,https://github.com/tonihele/OpenKeeper/issues/31,https://github.com/tonihele/OpenKeeper,https://github.com/tonihele/OpenKeeper/commit/f67f2b650de8a7722b6b176f93da8f5b3ebcc0d4,src/toniarts/openkeeper/video/tgq/TgqFrame.java/287-287,Execution Time Improvement,Fix-related,"This optimization likely improves the execution time by handling multiple bits at once or by processing the bit stream more efficiently. This refactoring directly impacts performance by optimizing the decoding logic, which is crucial in bit manipulation tasks. It ensures that the method can handle bit streams more effectively, potentially reducing the time required for decoding operations."
664d2b16c6ae44388495f10e,48b2164f33f8dbf80acb44255a5800215661f520,skywalking,Change Return Type,Topology ui Service SLA show error,https://github.com/apache/skywalking/issues/4273,https://github.com/apache/skywalking,https://github.com/apache/skywalking/commit/48b2164f33f8dbf80acb44255a5800215661f520,apm-sniffer/apm-agent-core/src/main/java/org/skywalking/apm/agent/core/context/trace/EntrySpan.java/42-42,Execution Time Improvement,Fix-related,The change in the return type from void to boolean in the finish method and the addition of a conditional return value helps in immediately determining the state of the trace segment. This can potentially improve execution time by avoiding unnecessary operations or checks after the method call.
667715783cbfb03cd09574cc,d488bb127458e4c3f7ca30b1319691ea721a5db5,preesm,Change Return Type,[model] Broadcast/Fork to Fork optimization after flattening is erroneous,https://github.com/preesm/preesm/issues/339,https://github.com/preesm/preesm,https://github.com/preesm/preesm/commit/d488bb127458e4c3f7ca30b1319691ea721a5db5,plugins/org.preesm.algorithm/src/org/preesm/algorithm/schedule/fpga/AsapFpgaIIevaluator.java/122-122,Execution Time Improvement,Fix-related,"the code is optimized for faster data retrieval, which is crucial in the context of FPGA cycle analysis. This change is likely to result in noticeable performance improvements, especially as the scale of the analysis increases."
66515c484eb27c185fe51463,1928c236702e925c16dbee291a504c5bfc19b002,xDrip,Change Return Type,Smart alert doesn't work,https://github.com/NightscoutFoundation/xDrip/issues/1786,https://github.com/NightscoutFoundation/xDrip,https://github.com/NightscoutFoundation/xDrip/commit/1928c236702e925c16dbee291a504c5bfc19b002,app/src/main/java/com/eveningoutpost/dexdrip/ui/classifier/NoteClassifier.java/66-66,Execution Time Improvement,Fix-related,"Changing the return type from PointValue to HPointValue in the red method suggests an optimization for handling high-frequency reading. The new return type likely supports more efficient processing or storage of point values, which can improve execution time when dealing with high-frequency data."
6652beb75484ec0c9ccd768f,fd9f321ab6f9ebab1cf43337431cd749a84a64f4,lisa,Change Variable Type,[FEATURE REQUEST] Refactor project structure,https://github.com/lisa-analyzer/lisa/issues/205,https://github.com/lisa-analyzer/lisa,https://github.com/lisa-analyzer/lisa/commit/fd9f321ab6f9ebab1cf43337431cd749a84a64f4,lisa/lisa-analyses/src/main/java/it/unive/lisa/analysis/string/fsa/Automaton.java/745-745,Execution Time Improvement,Fix-related,"Changing from unsorted sets to sorted sets (TreeSet) can improve the performance of certain operations, especially when order matters or when you need to perform operations like finding the first or last element."
6651a1524eb27c185fe5676c,2c9165afb08126189ee3367347e7011f89227b7c,DSpace,Change Variable Type,Performance Issues with Groups having many EPerson members,https://github.com/DSpace/DSpace/issues/9052,https://github.com/DSpace/DSpace,https://github.com/DSpace/DSpace/commit/2c9165afb08126189ee3367347e7011f89227b7c,dspace-api/src/main/java/org/dspace/eperson/GroupServiceImpl.java/183-183,Execution Time Improvement,Fix-related,"This refactoring directly impacts performance by avoiding the overhead associated with handling large lists. By counting members instead of retrieving and processing each one, the system can achieve better performance and resource utilization."
6652f59b5484ec0c9ccda185,c24319ea28b57161dd5784551e316b8bd25aad44,rdf4j,Change Variable Type,Support for merge join and ordered indexes,https://github.com/eclipse-rdf4j/rdf4j/issues/4819,https://github.com/eclipse-rdf4j/rdf4j,https://github.com/eclipse-rdf4j/rdf4j/commit/c24319ea28b57161dd5784551e316b8bd25aad44,core/sail/extensible-store/src/test/java/org/eclipse/rdf4j/sail/extensiblestore/ordered/OrderedTest.java/75-76,Execution Time Improvement,Test-related,"This refactoring showcases how performance optimizations often go hand-in-hand with feature enhancements in database and query systems. The introduction of ordered operations support is a common technique for improving join performance, especially in systems dealing with large volumes of data."
665153434eb27c185fe50817,b75b1e6891f8c5f10e6e7e8350199e64880ffd63,clickhouse-java,Extract Method,Preform performance and stability test on different client implementation ,https://github.com/ClickHouse/clickhouse-java/issues/1421,https://github.com/ClickHouse/clickhouse-java,https://github.com/ClickHouse/clickhouse-java/commit/b75b1e6891f8c5f10e6e7e8350199e64880ffd63,src/main/java/ru/yandex/clickhouse/util/ClickHouseArrayUtil.java/18-31,Execution Time Improvement,Fix-related,"The modification to the arrayToString method, particularly the addition of an explicitEscape parameter, indicates an attempt to optimize string conversion, which can have a significant impact on execution time."
6653038f5484ec0c9ccdb84b,ffc54ec20a2b4baf3f947d155ffaed13c6a606cf,bson4jackson,Extract Method,Serialization performance with large objects,https://github.com/michel-kraemer/bson4jackson/issues/97,https://github.com/michel-kraemer/bson4jackson,https://github.com/michel-kraemer/bson4jackson/commit/ffc54ec20a2b4baf3f947d155ffaed13c6a606cf,src/main/java/de/undercouch/bson4jackson/io/DynamicOutputBuffer.java/364-385,Execution Time Improvement,Fix-related,"ode changes focus on improving serialization performance, particularly for large objects, by using a bulk API for binary type. This change directly addresses performance by optimizing how bytes are put into the buffer."
665125774eb27c185fe4aae4,28c59d19c3ee1b29016d3b1f1c5d622a93d90c5e,uaa,Extract Method,"Performance Issues in SCIM User Lookup of ""/ids/Users"" Endpoint",https://github.com/cloudfoundry/uaa/issues/2705,https://github.com/cloudfoundry/uaa,https://github.com/cloudfoundry/uaa/commit/28c59d19c3ee1b29016d3b1f1c5d622a93d90c5e,server/src/test/java/org/cloudfoundry/identity/uaa/scim/endpoints/UserIdConversionEndpointsTests.java/191-201,Execution Time Improvement,Test-related,Extracting methods as part of this refactoring enhances code clarity and maintainability.
665184f24eb27c185fe54ccf,cd0f6b590fcd8832ce527ca77300ea08f5068a53,MultiThreadDownload,Rename Method,How to resume a download,https://github.com/Aspsine/MultiThreadDownload/issues/34,https://github.com/Aspsine/MultiThreadDownload,https://github.com/Aspsine/MultiThreadDownload/commit/cd0f6b590fcd8832ce527ca77300ea08f5068a53,library/src/main/java/com/aspsine/multithreaddownload/core/MultiDownloadTask.java/44-47,Execution Time Improvement,Maintenance-related,": Renaming the method from updateDBProgress to updateDB makes the method name more concise and possibly more aligned with its functionality. This improves the readability and maintainability of the code, ensuring that method names accurately reflect their purposes."
665132f64eb27c185fe4b876,aab44051f73e01c378e9924fb9a4bac44e8107cb,eventmesh,Rename Method,[Enhancement]Optimize remote service related code,https://github.com/apache/eventmesh/issues/3201,https://github.com/apache/eventmesh,https://github.com/apache/eventmesh/commit/aab44051f73e01c378e9924fb9a4bac44e8107cb,eventmesh-runtime/src/main/java/org/apache/eventmesh/runtime/boot/AbstractRemotingServer.java/82-89,Execution Time Improvement,Maintenance-related,"While renaming methods can be part of a broader refactoring effort aimed at performance optimization, it typically enhances code readability and maintainability."
66773408cd111b750c4ce988,6c41ce7c4525dd30bbfd1e78e0fc502c076c4013,oncokb,Rename Method,Fix performance issues from Mutation Conversion Icon,https://github.com/oncokb/oncokb/issues/3730,https://github.com/oncokb/oncokb,https://github.com/oncokb/oncokb/commit/6c41ce7c4525dd30bbfd1e78e0fc502c076c4013,core/src/test/java/org/mskcc/cbio/oncokb/util/AlterationUtilsTest.java/35-83,Execution Time Improvement,Test-related,Renaming methods as part of this refactoring enhances code clarity and maintainability.
664f72cf7b998c13cdbb84d7,52cb5ca4fe4818d0e91c6474be30887f00b19328,rstudio,Rename Method,rstudio_command_palette_search is slow,https://github.com/rstudio/rstudio/issues/6961,https://github.com/rstudio/rstudio,https://github.com/rstudio/rstudio/commit/52cb5ca4fe4818d0e91c6474be30887f00b19328,src/gwt/src/org/rstudio/studio/client/workbench/views/source/Source.java/781-788,Execution Time Improvement,Maintenance-related,"Renaming the method from testIsNotNull to testLinkIsNotNull improves the clarity and specificity of the test method, making it clear that the test is related to checking if a link (relationship) is not null."
6652af964eb27c185fe6c642,b58cfd2eb5020bb763475c77972708503d54dd9d,newrelic-java-agent,Rename Variable,Add stall detection to the NR java agent,https://github.com/newrelic/newrelic-java-agent/issues/1527,https://github.com/newrelic/newrelic-java-agent,https://github.com/newrelic/newrelic-java-agent/commit/b58cfd2eb5020bb763475c77972708503d54dd9d,newrelic-agent/src/main/java/com/newrelic/agent/service/slowtransactions/SlowTransactionService.java/135-135,Execution Time Improvement,Maintenance-related,The change from slowestOpenMs to slowestOpenMillis with the initialization to thresholdMillis implies a more refined handling of timing thresholds for performance monitoring.
6651a1d34eb27c185fe5677f,bdf867541d99a61342e3723d8c47e5bc653ae1cd,DSpace,Rename Variable,The search of deleted bitstreams during cleanup should be paginated,https://github.com/DSpace/DSpace/issues/8708,https://github.com/DSpace/DSpace,https://github.com/DSpace/DSpace/commit/bdf867541d99a61342e3723d8c47e5bc653ae1cd,dspace-api/src/main/java/org/dspace/storage/bitstore/BitstreamStorageServiceImpl.java/229-229,Execution Time Improvement,Maintenance-related,"Renaming variables is a maintenance-related refactoring. It enhances the readability and clarity of the code by using clear and descriptive names, making the codebase easier to understand and manage. "
667715673cbfb03cd095748a,b5a014e51204f0677653814aab08070f1a964a2c,preesm,Rename Variable,[model] Broadcast/Fork to Fork optimization after flattening is erroneous,https://github.com/preesm/preesm/issues/339,https://github.com/preesm/preesm,https://github.com/preesm/preesm/commit/b5a014e51204f0677653814aab08070f1a964a2c,plugins/org.preesm.model.pisdf/src/org/preesm/model/pisdf/util/FifoCycleDetector.java/305-305,Execution Time Improvement,Maintenance-related,"Renaming variables as part of the heuristic simplification helps in clarifying the code logic, making it easier to understand and optimize further. Clear and descriptive variable names contribute to better maintainability and potentially more effective performance tuning."
665170484eb27c185fe533bf,9055e6803bb0230e50f587d37684ce6023d1be05,sonar-cxx,Rename Variable,Scans fail with java.nio.charset.MalformedInputException in ReservedNamesCheck.visitFile,https://github.com/SonarOpenCommunity/sonar-cxx/issues/1671,https://github.com/SonarOpenCommunity/sonar-cxx,https://github.com/SonarOpenCommunity/sonar-cxx/commit/9055e6803bb0230e50f587d37684ce6023d1be05,cxx-checks/src/main/java/org/sonar/cxx/checks/metrics/TooLongLineCheck.java/86-86,Execution Time Improvement,Maintenance-related,"Renaming a variable as part of this enhancement helps improve code clarity and readability, ensuring that the purpose of the variable is clear and that the code can be easily understood and maintained."
664d69e4c6ae4438849646c5,f17112963cad4d7b489d136c3c9f6dae3567c0f5,rocketmq,Rename Variable,Support DLedger Controller Snapshot,https://github.com/apache/rocketmq/issues/5585,https://github.com/apache/rocketmq,https://github.com/apache/rocketmq/commit/f17112963cad4d7b489d136c3c9f6dae3567c0f5,broker/src/main/java/org/apache/rocketmq/broker/processor/SendMessageProcessor.java/84-84,Execution Time Improvement,Maintenance-related,"Renaming a variable as part of this enhancement helps improve code clarity and readability, ensuring that the purpose of the variable is clear and that the code can be easily understood and maintained."
6652f49f5484ec0c9ccd9ed2,eec4b37d563ec5efae5b7e97453c2410e883e678,rdf4j,Rename Variable,SHACL - ShaclSailConnection should use bulk validation if the underlying store is empty,https://github.com/eclipse-rdf4j/rdf4j/issues/3260,https://github.com/eclipse-rdf4j/rdf4j,https://github.com/eclipse-rdf4j/rdf4j/commit/eec4b37d563ec5efae5b7e97453c2410e883e678,core/sail/shacl/src/test/java/org/eclipse/rdf4j/sail/shacl/benchmark/NativeStoreBenchmark.java/175-175,Execution Time Improvement,Maintenance-related,"Renaming a variable as part of this enhancement helps improve code clarity and readability, ensuring that the purpose of the variable is clear and that the code can be easily understood and maintained."
664d1f07c6ae44388495e946,992227852390edbcc200099e95367212fc49dd68,skywalking,Add Parameter,[Feature] Build Distributed Query Module for BanyanDB,https://github.com/apache/skywalking/issues/11237,https://github.com/apache/skywalking,https://github.com/apache/skywalking/commit/992227852390edbcc200099e95367212fc49dd68,apm-collector/apm-collector-agentstream/src/main/java/org/skywalking/apm/collector/agentstream/worker/serviceref/reference/ServiceRefSpanListener.java/56-56,Execution Time Improvement,Fix-related,"The addition of the int applicationId, int applicationInstanceId, and String segmentId parameters to the parseExit method suggests that the method now has direct access to these values without needing to perform additional lookups or computations to obtain them."
66772869cd111b750c4cd5f7,31979550146ee95700969edf547d610dfc28ae46,egeria-connector-ibm-information-server,Change Variable Type,Fix remaining search bugs,https://github.com/odpi/egeria-connector-ibm-information-server/issues/146,https://github.com/odpi/egeria-connector-ibm-information-server,https://github.com/odpi/egeria-connector-ibm-information-server/commit/31979550146ee95700969edf547d610dfc28ae46,igc-clientlibrary/src/main/java/org/odpi/egeria/connectors/ibm/igc/clientlibrary/model/common/Identity.java/370-370,Execution Time Improvement,Fix-related,"he refactoring involves changing the variable type from String[] to List<String>, which improves the efficiency of handling and processing identity components and tokens. By utilizing lists, the code can take advantage of more flexible and optimized data structures, potentially leading to faster execution times."
665316245484ec0c9ccdca14,4c639cbed2b33ffd8d7915dee4f792e7d6aca372,BetonQuest,Add Method Annotation,Long Waiting time in Conversations,https://github.com/BetonQuest/BetonQuest/issues/1286,https://github.com/BetonQuest/BetonQuest,https://github.com/BetonQuest/BetonQuest/commit/4c639cbed2b33ffd8d7915dee4f792e7d6aca372,src/main/java/pl/betoncraft/betonquest/conversation/Conversation.java/641-641,Execution Time Improvement,Maintenance-related,"Adding the @Override annotation to the run method ensures that it correctly overrides a method from a superclass or interface, improving code readability and maintainability. This makes the developer's intentions explicit and helps in avoiding potential issues with method overriding."
664d0025c6ae44388495b78f,0cdfa6e377e48002247ec515b7eb2a3353f5c007,NewPipe,Change Attribute Type,Allow resume of download,https://github.com/TeamNewPipe/NewPipe/issues/345,https://github.com/TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe/commit/0cdfa6e377e48002247ec515b7eb2a3353f5c007,app/src/main/java/org/schabi/newpipe/streams/OggFromWebMWriter.java/57-57,I/O Optimization,Fix-related,"Changing the attribute type and initializing the segment_table with a fixed size of 255 bytes ensures that the handling of audio samples and segments is more efficient. This refactoring reduces the need for repeated I/O operations and seeks within the file, thereby enhancing I/O performance."
6651a8ac4eb27c185fe571e5,8c7ef0761d78ef4fe16ba373a7c1a67859b0f93a,IPED,Change Parameter Type,Refactor module configuration,https://github.com/sepinf-inc/IPED/issues/538,https://github.com/sepinf-inc/IPED,https://github.com/sepinf-inc/IPED/commit/8c7ef0761d78ef4fe16ba373a7c1a67859b0f93a,iped-engine/src/main/java/dpf/sp/gpinf/indexer/config/TaskInstallerConfig.java/69-69,I/O Optimization,Fix-related,"This commit appears to be focused on improving the way data is handled internally, which can lead to better I/O performance. The refactoring type ""Change Parameter Type"" plays a significant role in this change and is directly aimed at improving performance. By changing the parameter from File to String, it allows for more flexible handling of the input data."
66531f8c5484ec0c9ccdcf32,67883e384dcc041516d072cdbae5e3ded8d35b38,micro-integrator,Change Variable Type,CDC supoprt for MI using Debezium connector,https://github.com/wso2/micro-integrator/issues/3026,https://github.com/wso2/micro-integrator,https://github.com/wso2/micro-integrator/commit/67883e384dcc041516d072cdbae5e3ded8d35b38,components/mediation/inbound-endpoints/org.wso2.micro.integrator.inbound.endpoint/src/main/java/org/wso2/carbon/inbound/endpoint/protocol/cdc/CDCEventOutput.java/73-73,I/O Optimization,Fix-related,"touches on multiple performance aspects, with the most significant being I/O Optimization (JSON handling)"
665153574eb27c185fe50897,4748b8a4bfa274f180f6a46c75f28af815c9046b,clickhouse-java,Change Variable Type,how to batchInsert using ClickhouseHttpClient ?,https://github.com/ClickHouse/clickhouse-java/issues/861,https://github.com/ClickHouse/clickhouse-java,https://github.com/ClickHouse/clickhouse-java/commit/4748b8a4bfa274f180f6a46c75f28af815c9046b,clickhouse-client/src/main/java/com/clickhouse/client/data/ClickHouseRowBinaryProcessor.java/381-381,I/O Optimization,Fix-related,The change from using a utility method BinaryStreamUtils.readVarInt(i) to directly calling i.readVarInt() on the input stream object suggests an attempt to optimize the I/O process.
